,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
0,c790b0e3,single person household,c8625a2a,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--
0,f848da2c,couple with children,6c0cae68,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
1,f848da2c,couple with children,4332d9a0,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
2,f848da2c,couple with children,f5925e77,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
3,f848da2c,couple with children,ac9bbba4,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
0,61da7cd7,single person household,5f17663d,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--
0,d35c144a,single person household,9601a3b6,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--
0,0b8168f8,single parent household,0889e4ba,parent in single parent household,1,4,1995-01-01,1996-01-01,1,3,,--,,--
1,0b8168f8,single parent household,ba137b3d,child living at home,1,4,1995-01-01,1996-01-01,1,3,,--,,--
2,0b8168f8,single parent household,a4c87342,child living at home,1,4,1995-01-01,1996-01-01,1,3,,--,,--
3,0b8168f8,single parent household,2d457d5f,child living at home,1,4,1995-01-01,1996-01-01,1,3,,--,,--
0,3e27ef7b,single parent household,62e811bb,parent in single parent household,0,2,1996-01-01,1997-01-01,1,1,,--,,--
1,3e27ef7b,single parent household,d31bbf1c,child living at home,0,2,1996-01-01,1997-01-01,1,1,,--,,--
0,62fe1928,couple with children,2ed687a6,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,62fe1928,couple with children,b57a12e3,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,62fe1928,couple with children,b8b85917,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,ec41be7d,couple with children,cc883317,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
1,ec41be7d,couple with children,63d409b8,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
2,ec41be7d,couple with children,1206949c,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3,ec41be7d,couple with children,d17ac422,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
4,ec41be7d,couple with children,afb1d667,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
5,ec41be7d,couple with children,e3e7553d,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
0,258ab2fe,couple with children,c32be144,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,258ab2fe,couple with children,254f7859,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,258ab2fe,couple with children,66e9ba2b,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,c6187a91,couple with children,b8432ead,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,c6187a91,couple with children,c15e4cb4,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,c6187a91,couple with children,4bfb08e0,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,d51322ef,couple with children,71ed4a86,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,d51322ef,couple with children,36677213,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,d51322ef,couple with children,3fa5a4c1,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,36360839,couple with children,9c1c5278,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
1,36360839,couple with children,a1e63301,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
2,36360839,couple with children,aed2a2ca,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
3,36360839,couple with children,738e4b52,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
0,e94bc627,couple with children,cc497336,partner in couple with children,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
1,e94bc627,couple with children,55a4503d,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
2,e94bc627,couple with children,83848be9,partner in couple with children,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
3,e94bc627,couple with children,437acb0e,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
4,e94bc627,couple with children,a9998b37,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
0,01669a34,single person household,887cd01c,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
0,e16d39e3,single parent household,461f62ba,parent in single parent household,0,4,1996-01-01,1997-01-01,1,3,,--,,--
1,e16d39e3,single parent household,c2d3fb66,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
2,e16d39e3,single parent household,120a256a,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
3,e16d39e3,single parent household,649fec27,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
0,208bf2ca,couple with children,af1b4a1b,partner in couple with children,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
1,208bf2ca,couple with children,2ae09b76,partner in couple with children,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
2,208bf2ca,couple with children,8f260525,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
3,208bf2ca,couple with children,88285fb4,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
4,208bf2ca,couple with children,09f7a651,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
0,0760ceb9,single person household,c87c7eb3,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
0,9764e583,single parent household,1cefb90b,parent in single parent household,0,5,1996-01-01,1997-01-01,1,4,,--,,--
1,9764e583,single parent household,1610981e,child living at home,0,5,1996-01-01,1997-01-01,1,4,,--,,--
2,9764e583,single parent household,37aba74f,child living at home,0,5,1996-01-01,1997-01-01,1,4,,--,,--
3,9764e583,single parent household,a553b7f9,child living at home,0,5,1996-01-01,1997-01-01,1,4,,--,,--
4,9764e583,single parent household,242743fd,child living at home,0,5,1996-01-01,1997-01-01,1,4,,--,,--
0,1226ed24,couple with children,30197924,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
1,1226ed24,couple with children,f99b413e,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
2,1226ed24,couple with children,caffcfd9,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3,1226ed24,couple with children,be0a58d4,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
4,1226ed24,couple with children,ecc584e2,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
5,1226ed24,couple with children,916b9948,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
0,54ee1199,single person household,d35cf72b,single person,1,1,1996-01-01,1997-01-01,1,0,,--,,--
0,367b57f2,single person household,20a30672,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
0,0fc8faa3,single person household,0b2f1798,single person,1,1,1996-01-01,1997-01-01,1,0,,--,,--
0,db8b38de,single person household,74fdfb73,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
0,50a82ac0,single parent household,de5b3581,parent in single parent household,0,2,1996-01-01,1997-01-01,1,1,,--,,--
1,50a82ac0,single parent household,f39962d5,child living at home,0,2,1996-01-01,1997-01-01,1,1,,--,,--
0,51de5bb7,couple with children,a58f8773,partner in couple with children,0,7,1996-01-01,1997-01-01,2,5,2015.0,01,2010.0,05
1,51de5bb7,couple with children,fde16b96,child living at home,0,7,1996-01-01,1997-01-01,2,5,2015.0,01,2010.0,05
2,51de5bb7,couple with children,65a2e8d1,child living at home,0,7,1996-01-01,1997-01-01,2,5,2015.0,01,2010.0,05
3,51de5bb7,couple with children,b0a21246,child living at home,0,7,1996-01-01,1997-01-01,2,5,2015.0,01,2010.0,05
4,51de5bb7,couple with children,17250469,child living at home,0,7,1996-01-01,1997-01-01,2,5,2015.0,01,2010.0,05
5,51de5bb7,couple with children,ec2e126b,child living at home,0,7,1996-01-01,1997-01-01,2,5,2015.0,01,2010.0,05
6,51de5bb7,couple with children,431cea40,partner in couple with children,0,7,1996-01-01,1997-01-01,2,5,2015.0,01,2010.0,05
0,07a30e39,couple with children,6d9cc4bb,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,07a30e39,couple with children,34c3bf80,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,07a30e39,couple with children,853fe91f,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,cf157266,couple with children,90d5c62a,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
1,cf157266,couple with children,bc90f08b,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
2,cf157266,couple with children,9e0c9697,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3,cf157266,couple with children,38f180e6,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
4,cf157266,couple with children,2bbc5d88,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
5,cf157266,couple with children,befc15c9,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
0,30aed750,couple with children,9c7fae3a,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,30aed750,couple with children,eb1e611e,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,30aed750,couple with children,c5385471,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,b3578b16,couple with children,02dae9b3,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
1,b3578b16,couple with children,ceb688ab,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
2,b3578b16,couple with children,6b9bb414,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3,b3578b16,couple with children,803211ef,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
4,b3578b16,couple with children,92ad9e37,partner in couple with children,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
5,b3578b16,couple with children,6566547b,child living at home,0,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
0,ccf68517,couple without children,8f30630d,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
1,ccf68517,couple without children,1e5842ee,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
0,3a1dd939,single person household,4f3a8f30,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
0,17217684,single parent household,61243c95,parent in single parent household,0,4,1996-01-01,1997-01-01,1,3,,--,,--
1,17217684,single parent household,ca5c5e48,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
2,17217684,single parent household,860ec335,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
3,17217684,single parent household,2d1ba0a5,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
0,caea9e80,couple without children,9b083d70,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
1,caea9e80,couple without children,f685e86d,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
0,1e165fa0,couple with children,7c903c8b,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,1e165fa0,couple with children,a97ae209,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,1e165fa0,couple with children,93c3b503,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,5784b6c3,couple with children,247fbc76,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
1,5784b6c3,couple with children,dd318db8,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
2,5784b6c3,couple with children,edecd5f5,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
3,5784b6c3,couple with children,d5bd699f,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
0,23ef24a3,couple with children,b26b57de,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
1,23ef24a3,couple with children,183ef5f3,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
2,23ef24a3,couple with children,ddd88a26,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
0,d3ee50da,single parent household,f901aeea,parent in single parent household,0,3,1996-01-01,1997-01-01,1,2,,--,,--
1,d3ee50da,single parent household,62058e8a,child living at home,0,3,1996-01-01,1997-01-01,1,2,,--,,--
2,d3ee50da,single parent household,65fbc6a1,child living at home,0,3,1996-01-01,1997-01-01,1,2,,--,,--
0,f83ce818,single parent household,df16a0df,parent in single parent household,1,2,1996-01-01,1997-01-01,1,1,,--,,--
1,f83ce818,single parent household,7d668906,child living at home,1,2,1996-01-01,1997-01-01,1,1,,--,,--
0,b1d5829e,couple with children,5f2120dd,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
1,b1d5829e,couple with children,c6a4c67e,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
2,b1d5829e,couple with children,16f92055,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
3,b1d5829e,couple with children,2e738989,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
0,3c1cb5b1,single person household,f531984b,single person,1,1,1996-01-01,1997-01-01,1,0,,--,,--
0,b55a1feb,single parent household,11590e61,parent in single parent household,1,4,1996-01-01,1997-01-01,1,3,,--,,--
1,b55a1feb,single parent household,3d190e9d,child living at home,1,4,1996-01-01,1997-01-01,1,3,,--,,--
2,b55a1feb,single parent household,7be701c2,child living at home,1,4,1996-01-01,1997-01-01,1,3,,--,,--
3,b55a1feb,single parent household,13cf5fcd,child living at home,1,4,1996-01-01,1997-01-01,1,3,,--,,--
0,23ae98aa,single person household,4ab62457,single person,1,1,1996-01-01,1997-01-01,1,0,,--,,--
0,787d8e6d,couple with children,bbe7343e,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
1,787d8e6d,couple with children,7cdf5a71,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
2,787d8e6d,couple with children,6c41c19b,partner in couple with children,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
3,787d8e6d,couple with children,e2df154c,child living at home,0,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
0,bcd22a38,couple with children,57c99fa1,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
1,bcd22a38,couple with children,37490794,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
2,bcd22a38,couple with children,d6a8c905,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
3,bcd22a38,couple with children,83d3fd5c,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
0,eb06f6a6,single person household,03c6605f,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
0,353a3870,single parent household,677fc918,parent in single parent household,1,3,1996-01-01,1997-01-01,1,2,,--,,--
1,353a3870,single parent household,67254760,child living at home,1,3,1996-01-01,1997-01-01,1,2,,--,,--
2,353a3870,single parent household,7b44a300,child living at home,1,3,1996-01-01,1997-01-01,1,2,,--,,--
0,ae909ab2,single parent household,99bafd58,parent in single parent household,0,4,1996-01-01,1997-01-01,1,3,,--,,--
1,ae909ab2,single parent household,d9b62737,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
2,ae909ab2,single parent household,ed2760e4,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
3,ae909ab2,single parent household,a514d4f3,child living at home,0,4,1996-01-01,1997-01-01,1,3,,--,,--
0,e5175f77,couple without children,6cce39de,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
1,e5175f77,couple without children,2ba7c873,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
0,eaf89eb1,couple with children,f47b6fce,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
1,eaf89eb1,couple with children,73714a86,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
2,eaf89eb1,couple with children,203f72e6,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
3,eaf89eb1,couple with children,563983b6,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
0,a6356b00,couple with children,0fab8cd4,partner in couple with children,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
1,a6356b00,couple with children,1ee23966,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
2,a6356b00,couple with children,2e4a5aa7,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
3,a6356b00,couple with children,072ccdc5,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
4,a6356b00,couple with children,ba1c5bc0,partner in couple with children,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
0,ee7fb9e8,couple without children,504039d3,partner in couple without children,1,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
1,ee7fb9e8,couple without children,1c0cf745,partner in couple without children,1,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
0,f29d9db0,couple with children,c287df82,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
1,f29d9db0,couple with children,d5eae13d,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
2,f29d9db0,couple with children,3ecfc7de,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
3,f29d9db0,couple with children,f0a19adc,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
0,85de54be,single person household,9c292f29,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
0,61ca8b48,couple with children,04944dda,partner in couple with children,1,8,1996-01-01,1997-01-01,2,6,2015.0,01,2010.0,05
1,61ca8b48,couple with children,d1ccc4c3,child living at home,1,8,1996-01-01,1997-01-01,2,6,2015.0,01,2010.0,05
2,61ca8b48,couple with children,1d4d2171,child living at home,1,8,1996-01-01,1997-01-01,2,6,2015.0,01,2010.0,05
3,61ca8b48,couple with children,1a55e142,child living at home,1,8,1996-01-01,1997-01-01,2,6,2015.0,01,2010.0,05
4,61ca8b48,couple with children,870e1532,partner in couple with children,1,8,1996-01-01,1997-01-01,2,6,2015.0,01,2010.0,05
