HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
4f087b3d,couple with children,fbbcb456,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
8c956c29,couple with children,7ea2119e,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
8c956c29,couple with children,52ba2d04,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
8c956c29,couple with children,5f17663d,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
189a8f87,couple with children,2ba7c873,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
189a8f87,couple with children,563983b6,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
189a8f87,couple with children,ba1c5bc0,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
189a8f87,couple with children,f7117412,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
189a8f87,couple with children,b31cdcdb,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
189a8f87,couple with children,c5fcc4f8,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
d35c144a,couple without children,c85b38d8,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
d35c144a,couple without children,2f0335cb,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
759c0a93,single parent household,741b384b,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,,--,,--
759c0a93,single parent household,a4c87342,child living at home,1,2,1995-01-01,1996-01-01,1,1,,--,,--
7d97b9f0,couple with children,cd698d09,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
7d97b9f0,couple with children,75a3339c,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
7d97b9f0,couple with children,3021edf4,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
062e49e9,single parent household,a5d88020,parent in single parent household,0,4,1995-01-01,1996-01-01,1,3,,--,,--
062e49e9,single parent household,4551f63c,child living at home,0,4,1995-01-01,1996-01-01,1,3,,--,,--
062e49e9,single parent household,1a42e2e9,child living at home,0,4,1995-01-01,1996-01-01,1,3,,--,,--
062e49e9,single parent household,f5126b48,child living at home,0,4,1995-01-01,1996-01-01,1,3,,--,,--
55bdc77e,couple with children,ad20a108,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
55bdc77e,couple with children,e3ee2e3d,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
55bdc77e,couple with children,59eef06d,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
0dc2dd55,couple with children,972eff55,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
0dc2dd55,couple with children,5e610014,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
0dc2dd55,couple with children,2d457d5f,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
81dc7733,couple with children,a89314ac,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
81dc7733,couple with children,9554b54a,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
81dc7733,couple with children,b8d0c87e,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
100e7e07,couple with children,761df28c,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,0e30c262,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,87262451,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,8d478736,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,242743fd,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
890f5cfe,couple with children,d5268abb,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
890f5cfe,couple with children,56b25cd7,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
890f5cfe,couple with children,2d1ba0a5,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
890f5cfe,couple with children,1db438e4,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
1db0cd85,couple with children,c2921c9d,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
1db0cd85,couple with children,4d5f864d,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
1db0cd85,couple with children,934a8721,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
1db0cd85,couple with children,e9e764db,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
ddf33ad3,couple with children,28a097ab,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
ddf33ad3,couple with children,2707d4e0,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
ddf33ad3,couple with children,21ecd92b,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
ddf33ad3,couple with children,0d302242,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
3f74dfbc,couple with children,d13d415e,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,678c09b8,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,99cb489e,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,73f902fd,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,ff6b9882,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
98494c83,couple without children,d487548b,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
98494c83,couple without children,cf188e9e,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
23ae98aa,couple with children,6c7764d8,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
23ae98aa,couple with children,678a040d,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
23ae98aa,couple with children,d31bbf1c,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
1b10bc97,couple with children,841030bd,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
1b10bc97,couple with children,359722c1,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
1b10bc97,couple with children,7419b1d5,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
eb8f89c0,couple with children,f435ebc1,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
eb8f89c0,couple with children,d9eda59d,child living at home,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
eb8f89c0,couple with children,2061558e,child living at home,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
eb8f89c0,couple with children,6683d80c,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
4a40e9d6,couple with children,b58fe046,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
4a40e9d6,couple with children,5d71be0c,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
4a40e9d6,couple with children,ca9fd164,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
4a40e9d6,couple with children,3f4b9328,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
4a40e9d6,couple with children,20196197,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
6f4cea9d,couple with children,6fabb65e,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
6f4cea9d,couple with children,c338ceb1,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
6f4cea9d,couple with children,19fb8f76,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
6f4cea9d,couple with children,46b505a6,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,ce9427ee,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,d7aa5f87,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,0cb80b58,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,e11d0757,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
0b8168f8,couple with children,f069856a,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
0b8168f8,couple with children,183ef5f3,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
0b8168f8,couple with children,d1e4b544,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
fc4fdd10,single parent household,91a48532,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,,--,,--
fc4fdd10,single parent household,2e034bc2,child living at home,1,2,1995-01-01,1996-01-01,1,1,,--,,--
a901b67e,single person household,245acfda,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--
8025da67,single parent household,c8625a2a,parent in single parent household,0,6,1995-01-01,1996-01-01,1,5,,--,,--
8025da67,single parent household,56f21f55,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--
8025da67,single parent household,8e4c24e7,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--
8025da67,single parent household,140ccda3,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--
8025da67,single parent household,710c492f,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--
8025da67,single parent household,24f5df1e,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--
54ee1199,couple without children,a065a60e,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
54ee1199,couple without children,2c355d86,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
8221a77b,couple with children,4332d9a0,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
8221a77b,couple with children,f5925e77,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
8221a77b,couple with children,0889e4ba,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
49c7f330,single parent household,6c0cae68,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,,--,,--
49c7f330,single parent household,3fa5a4c1,child living at home,0,2,1995-01-01,1996-01-01,1,1,,--,,--
d51322ef,single parent household,71ed4a86,parent in single parent household,0,2,1996-01-01,1997-01-01,1,1,,--,,--
d51322ef,single parent household,2ab990a8,child living at home,0,2,1996-01-01,1997-01-01,1,1,,--,,--
37045f21,single person household,63d409b8,single person,1,1,1996-01-01,1997-01-01,1,0,,--,,--
5e5f17bb,single parent household,cc883317,parent in single parent household,1,2,1996-01-01,1997-01-01,1,1,,--,,--
5e5f17bb,single parent household,b8b85917,child living at home,1,2,1996-01-01,1997-01-01,1,1,,--,,--
e94bc627,couple with children,9c1c5278,partner in couple with children,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,1206949c,partner in couple with children,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,d17ac422,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,afb1d667,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,e3e7553d,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
5784b6c3,couple with children,2ed687a6,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
5784b6c3,couple with children,66e9ba2b,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
5784b6c3,couple with children,649fec27,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
41651ec0,couple with children,be0a58d4,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
41651ec0,couple with children,62e811bb,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
41651ec0,couple with children,dc72956d,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,b8432ead,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,4bfb08e0,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,e2df154c,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
d24d2d17,couple with children,254f7859,partner in couple with children,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,30197924,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,f99b413e,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,caffcfd9,child living at home,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,36677213,partner in couple with children,1,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
ddeecec6,couple with children,c15e4cb4,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,c2d3fb66,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,98070944,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
3a7629b9,couple with children,cc497336,partner in couple with children,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,55a4503d,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,c32be144,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,a1e63301,partner in couple with children,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,83848be9,child living at home,0,5,1996-01-01,1997-01-01,2,3,2015.0,01,2010.0,05
2c21de42,single person household,437acb0e,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
4eaf4b3d,single person household,a58f8773,single person,0,1,1996-01-01,1997-01-01,1,0,,--,,--
fd6a5e52,couple with children,120a256a,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
fd6a5e52,couple with children,887cd01c,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
fd6a5e52,couple with children,b57a12e3,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
b1d5829e,single parent household,a9998b37,parent in single parent household,0,2,1996-01-01,1997-01-01,1,1,,--,,--
b1d5829e,single parent household,ba137b3d,child living at home,0,2,1996-01-01,1997-01-01,1,1,,--,,--
c6187a91,couple with children,461f62ba,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
c6187a91,couple with children,20a30672,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
c6187a91,couple with children,77b6a3cb,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
07a30e39,couple with children,2ae09b76,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,8f260525,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,88285fb4,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,09f7a651,child living at home,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
30aed750,couple with children,1cefb90b,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,c87c7eb3,partner in couple with children,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,9601a3b6,child living at home,1,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
3e44ee55,single person household,ecc584e2,single person,1,1,1996-01-01,1997-01-01,1,0,,--,,--
bdab68c0,single parent household,a553b7f9,parent in single parent household,0,2,1996-01-01,1997-01-01,1,1,,--,,--
bdab68c0,single parent household,916b9948,child living at home,0,2,1996-01-01,1997-01-01,1,1,,--,,--
9cf2a509,couple with children,1610981e,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,9c7fae3a,partner in couple with children,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,61afa796,child living at home,0,3,1996-01-01,1997-01-01,2,1,2015.0,01,2010.0,05
50a82ac0,couple without children,37aba74f,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
50a82ac0,couple without children,b0a21246,partner in couple without children,0,2,1996-01-01,1997-01-01,2,0,2015.0,01,2010.0,05
3ca86d23,couple with children,af1b4a1b,partner in couple with children,1,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,6d9cc4bb,partner in couple with children,1,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,d35cf72b,child living at home,1,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,0b2f1798,child living at home,1,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,17250469,child living at home,1,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
3ca86d23,couple with children,0dd786a4,child living at home,1,6,1996-01-01,1997-01-01,2,4,2015.0,01,2010.0,05
208bf2ca,couple with children,fde16b96,partner in couple with children,1,4,1996-01-01,1997-01-01,2,2,2015.0,01,2010.0,05
