,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,EVENT,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH,hierarchy,ID_list_child living at home,ID_list_parent in single parent household,ID_list_partner in couple with children,ID_list_partner in couple without children,ID_list_single person
1636,189a8f87,couple with children,972eff55,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['3021edf4', 'ad20a108', '972eff55']",,"['761df28c', '9554b54a']",,
1637,189a8f87,couple with children,9554b54a,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['3021edf4', 'ad20a108', '972eff55']",,"['761df28c', '9554b54a']",,
1638,eb06f6a6,single person household,8d478736,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,eb06f6a6_1995-01-01,,,,,['8d478736']
1639,7d97b9f0,single parent household,c2921c9d,parent in single parent household,0,3,1995-01-01,1996-01-01,1,2,breakup,,--,,--,7d97b9f0_1995-01-01,"['4d5f864d', '56b25cd7']",['c2921c9d'],,,
1640,7d97b9f0,single parent household,4d5f864d,child living at home,0,3,1995-01-01,1996-01-01,1,2,breakup,,--,,--,7d97b9f0_1995-01-01,"['4d5f864d', '56b25cd7']",['c2921c9d'],,,
1641,7d97b9f0,single parent household,56b25cd7,child living at home,0,3,1995-01-01,1996-01-01,1,2,breakup,,--,,--,7d97b9f0_1995-01-01,"['4d5f864d', '56b25cd7']",['c2921c9d'],,,
1642,0fc8faa3,single person household,934a8721,single person,0,1,1995-01-01,1996-01-01,1,0,nothing,,--,,--,0fc8faa3_1995-01-01,,,,,['934a8721']
1643,b0a436f7,couple with children,741b384b,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,b0a436f7_1995-01-01,['0d302242'],,"['741b384b', 'b58fe046']",,
1644,b0a436f7,couple with children,b58fe046,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,b0a436f7_1995-01-01,['0d302242'],,"['741b384b', 'b58fe046']",,
1645,b0a436f7,couple with children,0d302242,child living at home,1,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,b0a436f7_1995-01-01,['0d302242'],,"['741b384b', 'b58fe046']",,
1646,bbf2ac95,single person household,678c09b8,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,bbf2ac95_1995-01-01,,,,,['678c09b8']
1647,5784b6c3,single person household,d13d415e,single person,0,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,5784b6c3_1995-01-01,,,,,['d13d415e']
1648,a7ec39ff,couple with children,21ecd92b,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,a7ec39ff_1995-01-01,"['d5268abb', '2061558e', '0793ae56']",,"['21ecd92b', 'd9eda59d']",,
1649,a7ec39ff,couple with children,d5268abb,child living at home,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,a7ec39ff_1995-01-01,"['d5268abb', '2061558e', '0793ae56']",,"['21ecd92b', 'd9eda59d']",,
1650,a7ec39ff,couple with children,d9eda59d,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,a7ec39ff_1995-01-01,"['d5268abb', '2061558e', '0793ae56']",,"['21ecd92b', 'd9eda59d']",,
1651,a7ec39ff,couple with children,2061558e,child living at home,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,a7ec39ff_1995-01-01,"['d5268abb', '2061558e', '0793ae56']",,"['21ecd92b', 'd9eda59d']",,
1652,a7ec39ff,couple with children,0793ae56,child living at home,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,a7ec39ff_1995-01-01,"['d5268abb', '2061558e', '0793ae56']",,"['21ecd92b', 'd9eda59d']",,
1653,be18f8be,couple with children,5d71be0c,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1995-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
1654,be18f8be,couple with children,ca9fd164,child living at home,1,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1995-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
1655,be18f8be,couple with children,f435ebc1,child living at home,1,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1995-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
1656,be18f8be,couple with children,d487548b,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1995-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
1657,be18f8be,couple with children,99cb489e,child living at home,1,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1995-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
1658,be18f8be,couple with children,ee10e42b,child living at home,1,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,be18f8be_1995-01-01,"['ca9fd164', 'f435ebc1', '99cb489e', 'ee10e42b']",,"['5d71be0c', 'd487548b']",,
1659,7a53a3c6,couple with children,73f902fd,partner in couple with children,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1660,7a53a3c6,couple with children,ff6b9882,child living at home,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1661,7a53a3c6,couple with children,841030bd,child living at home,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1662,7a53a3c6,couple with children,cf188e9e,child living at home,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1663,7a53a3c6,couple with children,678a040d,partner in couple with children,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1664,7a53a3c6,couple with children,359722c1,child living at home,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1665,7a53a3c6,couple with children,f069856a,child living at home,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1666,7a53a3c6,couple with children,6fabb65e,child living at home,0,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,7a53a3c6_1995-01-01,"['ff6b9882', '841030bd', 'cf188e9e', '359722c1', 'f069856a', '6fabb65e']",,"['73f902fd', '678a040d']",,
1667,3ca86d23,single person household,19fb8f76,single person,1,1,1995-01-01,1996-01-01,1,0,nothing,,--,,--,3ca86d23_1995-01-01,,,,,['19fb8f76']
1668,4f087b3d,couple with children,a89314ac,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
1669,4f087b3d,couple with children,77728c3f,child living at home,1,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
1670,4f087b3d,couple with children,c338ceb1,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
1671,4f087b3d,couple with children,3f4b9328,child living at home,1,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
1672,4f087b3d,couple with children,6683d80c,child living at home,1,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['77728c3f', '3f4b9328', '6683d80c']",,"['a89314ac', 'c338ceb1']",,
1673,ccf68517,couple with children,d7aa5f87,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ccf68517_1995-01-01,"['91a48532', '46b505a6']",,"['d7aa5f87', '20196197']",,
1674,ccf68517,couple with children,20196197,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ccf68517_1995-01-01,"['91a48532', '46b505a6']",,"['d7aa5f87', '20196197']",,
1675,ccf68517,couple with children,91a48532,child living at home,1,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ccf68517_1995-01-01,"['91a48532', '46b505a6']",,"['d7aa5f87', '20196197']",,
1676,ccf68517,couple with children,46b505a6,child living at home,1,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ccf68517_1995-01-01,"['91a48532', '46b505a6']",,"['d7aa5f87', '20196197']",,
1677,f83ce818,single parent household,a065a60e,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,nothing,,--,,--,f83ce818_1995-01-01,['70d39b86'],['a065a60e'],,,
1678,f83ce818,single parent household,70d39b86,child living at home,1,2,1995-01-01,1996-01-01,1,1,nothing,,--,,--,f83ce818_1995-01-01,['70d39b86'],['a065a60e'],,,
1679,d1a3f6da,single person household,2e034bc2,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,d1a3f6da_1995-01-01,,,,,['2e034bc2']
1680,4a40e9d6,single parent household,d1e4b544,parent in single parent household,1,3,1995-01-01,1996-01-01,1,2,breakup,,--,,--,4a40e9d6_1995-01-01,"['442f923d', '9b006199']",['d1e4b544'],,,
1681,4a40e9d6,single parent household,442f923d,child living at home,1,3,1995-01-01,1996-01-01,1,2,breakup,,--,,--,4a40e9d6_1995-01-01,"['442f923d', '9b006199']",['d1e4b544'],,,
1682,4a40e9d6,single parent household,9b006199,child living at home,1,3,1995-01-01,1996-01-01,1,2,breakup,,--,,--,4a40e9d6_1995-01-01,"['442f923d', '9b006199']",['d1e4b544'],,,
1683,890f5cfe,couple with children,c8625a2a,partner in couple with children,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1684,890f5cfe,couple with children,56f21f55,child living at home,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1685,890f5cfe,couple with children,8e4c24e7,child living at home,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1686,890f5cfe,couple with children,ce9427ee,child living at home,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1687,890f5cfe,couple with children,d2e93468,partner in couple with children,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1688,890f5cfe,couple with children,1907522b,child living at home,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1689,890f5cfe,couple with children,f00c3ee0,child living at home,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1690,890f5cfe,couple with children,5dd54cbc,child living at home,0,8,1995-01-01,1996-01-01,2,6,child_born,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee', '1907522b', 'f00c3ee0', '5dd54cbc']",,"['c8625a2a', 'd2e93468']",,
1691,ea1d5d78,couple with children,ea0c9001,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ea1d5d78_1995-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
1692,ea1d5d78,couple with children,79de4813,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ea1d5d78_1995-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
1693,ea1d5d78,couple with children,81a8ea3b,child living at home,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ea1d5d78_1995-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
1694,ea1d5d78,couple with children,35273ddb,child living at home,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,ea1d5d78_1995-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
1695,90052fae,single person household,d3229821,single person,0,1,1995-01-01,1996-01-01,1,0,nothing,,--,,--,90052fae_1995-01-01,,,,,['d3229821']
1696,98c789a8,couple with children,4332d9a0,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,couple_formed,2015.0,01,2010.0,05,98c789a8_1995-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
1697,98c789a8,couple with children,f5925e77,child living at home,1,4,1995-01-01,1996-01-01,2,2,couple_formed,2015.0,01,2010.0,05,98c789a8_1995-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
1698,98c789a8,couple with children,ed1382a2,child living at home,1,4,1995-01-01,1996-01-01,2,2,couple_formed,2015.0,01,2010.0,05,98c789a8_1995-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
1699,98c789a8,couple with children,ac9bbba4,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,couple_formed,2015.0,01,2010.0,05,98c789a8_1995-01-01,"['f5925e77', 'ed1382a2']",,"['4332d9a0', 'ac9bbba4']",,
1700,6f4cea9d,couple with children,75a3339c,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
1701,6f4cea9d,couple with children,b8d0c87e,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
1702,6f4cea9d,couple with children,0889e4ba,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
1703,6f4cea9d,couple with children,9601a3b6,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
1704,6f4cea9d,couple with children,18c3875a,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
1705,6f4cea9d,couple with children,e96fe55e,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['0889e4ba', '9601a3b6', '18c3875a', 'e96fe55e']",,"['75a3339c', 'b8d0c87e']",,
1706,322482e4,single person household,5f17663d,single person,1,1,1995-01-01,1996-01-01,1,0,nothing,,--,,--,322482e4_1995-01-01,,,,,['5f17663d']
1707,1b10bc97,single parent household,17f5c34f,parent in single parent household,0,4,1995-01-01,1996-01-01,1,3,nothing,,--,,--,1b10bc97_1995-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
1708,1b10bc97,single parent household,2c355d86,child living at home,0,4,1995-01-01,1996-01-01,1,3,nothing,,--,,--,1b10bc97_1995-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
1709,1b10bc97,single parent household,6c0cae68,child living at home,0,4,1995-01-01,1996-01-01,1,3,nothing,,--,,--,1b10bc97_1995-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
1710,1b10bc97,single parent household,c8b709bc,child living at home,0,4,1995-01-01,1996-01-01,1,3,nothing,,--,,--,1b10bc97_1995-01-01,"['2c355d86', '6c0cae68', 'c8b709bc']",['17f5c34f'],,,
1711,1db0cd85,couple with children,0cb80b58,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,1db0cd85_1995-01-01,['e11d0757'],,"['0cb80b58', '242743fd']",,
1712,1db0cd85,couple with children,e11d0757,child living at home,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,1db0cd85_1995-01-01,['e11d0757'],,"['0cb80b58', '242743fd']",,
1713,1db0cd85,couple with children,242743fd,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,1db0cd85_1995-01-01,['e11d0757'],,"['0cb80b58', '242743fd']",,
1714,03f2a835,single person household,61afa796,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,03f2a835_1995-01-01,,,,,['61afa796']
1715,ed2b6967,single parent household,245acfda,parent in single parent household,1,5,1995-01-01,1996-01-01,1,4,breakup,,--,,--,ed2b6967_1995-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
1716,ed2b6967,single parent household,140ccda3,child living at home,1,5,1995-01-01,1996-01-01,1,4,breakup,,--,,--,ed2b6967_1995-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
1717,ed2b6967,single parent household,710c492f,child living at home,1,5,1995-01-01,1996-01-01,1,4,breakup,,--,,--,ed2b6967_1995-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
1718,ed2b6967,single parent household,24f5df1e,child living at home,1,5,1995-01-01,1996-01-01,1,4,breakup,,--,,--,ed2b6967_1995-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
1719,ed2b6967,single parent household,4ab1d7f3,child living at home,1,5,1995-01-01,1996-01-01,1,4,breakup,,--,,--,ed2b6967_1995-01-01,"['140ccda3', '710c492f', '24f5df1e', '4ab1d7f3']",['245acfda'],,,
1720,ff5ebf96,couple with children,d778175c,partner in couple with children,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,ff5ebf96_1995-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['d778175c', '98070944']",,
1721,ff5ebf96,couple with children,ac9dc132,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,ff5ebf96_1995-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['d778175c', '98070944']",,
1722,ff5ebf96,couple with children,1eb88f50,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,ff5ebf96_1995-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['d778175c', '98070944']",,
1723,ff5ebf96,couple with children,98070944,partner in couple with children,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,ff5ebf96_1995-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['d778175c', '98070944']",,
1724,ff5ebf96,couple with children,9ddc42d7,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,ff5ebf96_1995-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['d778175c', '98070944']",,
1725,ff5ebf96,couple with children,17184c4d,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,ff5ebf96_1995-01-01,"['ac9dc132', '1eb88f50', '9ddc42d7', '17184c4d']",,"['d778175c', '98070944']",,
1726,fc09c0ee,couple with children,e9e764db,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,fc09c0ee_1995-01-01,['60a59d38'],,"['e9e764db', '2ab990a8']",,
1727,fc09c0ee,couple with children,2ab990a8,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,fc09c0ee_1995-01-01,['60a59d38'],,"['e9e764db', '2ab990a8']",,
1728,fc09c0ee,couple with children,60a59d38,child living at home,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,fc09c0ee_1995-01-01,['60a59d38'],,"['e9e764db', '2ab990a8']",,
1729,8025da67,couple with children,2d457d5f,partner in couple with children,1,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1995-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
1730,8025da67,couple with children,2d1ba0a5,child living at home,1,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1995-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
1731,8025da67,couple with children,183ef5f3,child living at home,1,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1995-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
1732,8025da67,couple with children,e2df154c,child living at home,1,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1995-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
1733,8025da67,couple with children,028d61a1,child living at home,1,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1995-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
1734,8025da67,couple with children,dc72956d,partner in couple with children,1,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1995-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
1735,8025da67,couple with children,323b1c85,child living at home,1,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,8025da67_1995-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1', '323b1c85']",,"['2d457d5f', 'dc72956d']",,
